text,label
bitcoin cs alami koreksi sesaat atau jangka panjang,Netral
aku gabutuh bunga aku gabutuh cokelat aku cuma butuh saham bca 15,Positif
breaking ihsg ambruk 177 deretan saham ini jadi pemberat,Negatif
asean tempat strategis untuk perdagangan dan investasi ini buktinya,Positif
investor bukabukaan nasib megaproyek triliunan di wilayah ri,Netral
inflasi as beri stimulus buat kripto btc cs tersenyum pagi ini,Positif
bos bei pede ipo 2025 ramai ini alasannya,Positif
trading jumat 01032024📈 🚀 bbri midi tlkm mdka sido dan bbtn ihsg technical view👀 ihsg ditutup turun 017 kemarin disertai dengan net sell asing 639 miliar saham yang paling banyak dijual asing adalah bbca bbri bmri cuan dan pgas,Negatif
jelang rilis risalah fomc dolar menguat ke rp16375us,Negatif
dolar nyaris rp15500 analis kemarin rupiah menguat terlalu cepat,Negatif
woow kabar baik pemegang saham bbri bakal dapat dividen interim triliunan rupiah,Positif
dividend hunter saham jagoan kalian ada ga di list atas 😏 konten video saham bisa mampir yuk ke tiktok 👇,Netral
mencari sekuritas mi terbaik di tengah derasnya arus investasi,Netral
mbanking target utama penipu buat kuras rekening kenali modusnya,Netral
berawal dari toko sembako karyawan indomaret kini jadi raja di ri,Positif
bos garuda giaa akan digantikan bos lion air ini kata erick thohir,Netral
bos biofarma ungkap alasan industri farmasi ri harus kuat,Netral
lewat holding ultra mikro segmen ini jadi motor pertumbuhan bri,Positif
tekanan geopolitik di timur tengah mereda wall street dibuka hijau,Positif
tunggu asii di 52005500 aja kak,Positif
influencer kripto tukang tipu disindir dpr begini reaksi bos ojk,Netral
siapa pemilik mall of indonesia ini dia sosoknya,Netral
untuk saham tlkm pun demikian potensi mengalami koreksi yang cukup dalam bisa saja terjadi harga paling bagus untuk buy posisi ialah di harga 2540 apa bila ada tandatanda reversal pattern baik candle stick pattern maupun chart pattern 👍🏻,Netral
danantara disebut jadi sentimen negatif ihsg rosan buka suara,Negatif
intip harta calon gubernur jakarta rksuswono vs pramonorano karno,Netral
pesan sby ke menkeu dan bos bi saat rupiah tertekan tinggalkan ego,Netral
siapa pemilik indomaret ini dia sosoknya,Netral
saham bren mentok ara kapitalisasi pasar rp252 triliun salip asii tpia bbni pt barito renewables energy tbk bren memperkuat posisinya dalam daftar 10 emiten dengan kapitalisasi pasar terbesar di bursa efek indonesia bei,Positif
jelang rdg bi hari ini dolar naik tembus rp16470,Negatif
kisah petani jawa temukan harta karun emas 16 kg saat gali sawah,Netral
bos adhi karya ungkap perkembangan terbaru soal merger bumn karya,Netral
nah ini daftar nama 20 bank ri yang bangkrut tutup sepanjang 2024,Netral
ihsg menguat saham orang terkaya ri byan dan bbca ngebut,Positif
bni bbni telah melaksanakan stock split pada awal oktober 2023 dengan aksi korporasi begini pencapaian kinerja saham bbni,Netral
untuk saham top gainer amp top loser hari ini top gainer dssa rp 51000 3000 byan rp 18575 775 sttp rp 12325 550 top loser inkp rp 9075 300 scco rp 9400 275 intp rp 11000 200,Netral
warga ri ramairamai tolak tapera menko perekonomian bilang gini,Netral
prediksi timnas indonesia vs china skor line up head to head,Netral
pangsa pasar perbankan syariah naik bsi kuasai 40 lebih,Positif
mirae ihsg menguat cek rekomendasi saham ggrm hmsp dan tkim,Positif
ihsg merana di tengah sidang sengketa pemilu ditutup turun 075,Negatif
trading idea rabu 2122024📈 🚀 medc mapi adro bren icbp dan arto ihsg technical view👀 ihsg ditutup naik 077 kemarin dan disertai dengan net buy asing 129 triliun saham yang paling banyak dibeli asing adalah bbri tlkm bbca bbni dan goto,Positif
prospek cut rate makin dekat rupiah siap menguat,Positif
5 perusahaan ini belum sampaikan laporan keuangan semester i2024,Negatif
agenda bursa hari ini cum dividen bbri hingga rups tpia 29 desember 2023,Netral
waspada rekening dikuras ini cara hindari maling mbanking,Netral
ihsg melesat 2 lebih saham bmri dan bbri jadi penopang,Positif
bos bri blakblakan soal tantangan kredit di tengah suku bunga tinggi,Netral
saham asii ambles usai pencabutan sertifikat keamanan gran max,Negatif
ojk berharap pemerintah asuransikan aset bergerak milik negara,Netral
ihsg turun 065 di sesi pertama tertekan kinerja emiten perbankan,Negatif
daftar 10 bank terbesar di ri danamon masuksmbc keluar,Netral
tak disangka 20 bank ri sudah bangkruttutup di 2024 ini namanya,Negatif
hari ini cum dividen bumn bri bbri rp1273 triliun,Positif
bisnis eramet sempoyongan gegara nikel ri saham jeblok 50,Negatif
bsi bris punya izin bullion sebentar lagi,Netral
heboh seruan tarik uang di bank ini respons tak terduga luhut,Netral
sempat sentuh zona merah ihsg bangkit lagi di akhir sesi i,Positif
kaum mendang mending seperti saya saat valentine tidak butuh coklat atau apalah itu saya butuh tiket pesawat ke luar negeri visa bekerja emas antam 50g asuransi kesehatan amp jiwa 10 lot saham tlkm udah itu aja gk mulukmuluk kan sederhana kan,Positif
harga melonjak tinggi bei gembok 2 saham ini,Negatif
moodys cs kena denda rp 760 m gegara pakai whatsapp,Negatif
emiten big cap tumbang ihsg anjlok 1 lebih,Negatif
awal liat saham unvr pas kuliah di harga 10 rbulembar sempet kepikiran mau beli tpi alhamdulillah dlu blm ada jiwa2 fomo,Negatif
kinerja meleset saham tesla anjlok 6,Negatif
bos ojk buka suara soal dampak pemangkasan suku bunga the fed,Netral
di luar itu valuasi saham asii sudah menarik dan murah nih ane pake pbv dan posisinya sudah di bawah standard deviasi 1 ratarata 5 tahun di mana hal ini hanya dicapai asii waktu covid19 kemarin belum lagi asii banyak ekspansi di berbagai lini bisnis di 2023,Positif
jumlah pemegang saham astra asii menjadi 114676 pihak per akhir desember 2023,Netral
saya tidak suka melihat data laba bumn naik sekian turun sekian karena kerugian bumn konstruksi seakanakan tertutupi oleh kenaikan laba bank bumn lihat laba bmri rp39 triliun laba bbni rp15 triliun laba bbri rp 44 t tapi rugi wika 5t wskt rugi rp 28t wskt rugi rp 28t,Negatif
ihsg loyo setelah pengumuman pdb ri saham ini jadi penekan,Negatif
ihsg balik lagi ke 7300an 3 saham bank jumbo jadi penopangnya,Positif
silakan di kira2 philip morris intl mencatat vol penjualan rokok secara nasional di indonesia pada 9m23 turun 5 yoy ke level 2191 miliar batang vol penjualan hmsp selama 9m23 turun 39 yoy ke level 631 miliar batang tetapi market share naik ke 288 vs 9m22 285,Netral
pt hanjaya mandala sampoerna tbk hmsp telah memublikasikan laporan keuangan kuartal i 2023 pendapatan hmsp tumbuh 307 amp laba bersih yang diatribusikan kepada pemilik entitas induk meningkat 1285 dibandingkan dengan periode yang sama pada 2022,Positif
ihsg lesu lagi turun 017 hari ini,Negatif
dicecar dpr soal protes aliansi pekerja ini jawab dirut danareksa,Netral
harga saham unvr mengalami penurunan cukup dalam dari harga tertinggi rp 10600 ke 2800 penutupan pasar 13 feb 2024 seperti yang ditulis benjamin graham in the short run the market is a voting machine but in the long run it is a weighing machine,Negatif
tukang becak ditampar duit rp50 miliar semalam kaya raya mendadak,Netral
pasca dicaplok grup djarum remala abadi data ungkap arah bisnis,Netral
market review emiten rokok hmsp dan ggrm dilego asing baca juga amankan bahan baku saraswanti samf kerja sama dengan champa international baca juga ihsg berpotensi tertekan strong buy 3 saham ini,Negatif
utang 1 juta umkm bakal dihapus tahap i mulai januari 2025,Netral
2024 laba bersih ipcc rp 2122 miliar naik 112,Positif
investor tunggu kinerja keuangan saham telkom tlkm melesat 5,Positif
rupiah kembali keok dolar ditutup menguat ke rp16445,Negatif
baru 5 bulan kontribusi sawit buat ri sudah tembus rp15192 t,Positif
catatan sejarah 2023 indonesia luncurkan bursa karbon,Netral
saham bank melesat ihsg ditutup ijo royoroyo,Positif
pria harta rp1900 triliun tetap hormati orang tua dan hidup sederhana,Netral
tok bri sepakat bagikan dividen rp 5174 t atau rp 345 per saham,Positif
tinjau pagar laut pakai tank segini harta titiek soeharto,Netral
laba makin moncer intip rekomendasi saham big caps bbca bmri bbni dan bbri,Positif
low tuck kwong direktur utama pt bayan resources tbk byan membeli 18971200 saham byan dengan harga ratarata rp1750045 per saham pada 16–22 agustus 2023 setelah transaksi tersebut low tuck kwong memiliki 20349192770 6105 saham byan,Positif
indeks dolar as terbang waspada rupiah tertekan ke rp16300,Negatif
sri mulyani janji bakal hatihati tambah utang di 2025,Netral
bank jatim bjtm kantongi laba rp 62086 m di semester i 2024,Positif
ihsg mulai berguncang asing diamdiam borong saham ini,Positif
terdapat dua saham yang masuk dalam kategori top gainers dan top losers pada periode 6 desember 13 desember 2023 yaitu tpia dan wika yuk simak informasinya pada video gainers vs losers berikut disclaimer,Netral
sepanjang 2024 asing masuk rp 1653 t di saham ri,Positif
gelar talenta wirausaha bsi targetkan 8500 peserta,Positif
danantara tak bawa dampak negatif ke himbara ini alasannya,Netral
asing borong saham goto 3 hari beruntun segini target harganya,Positif
bumn kini lebih sangar di pasar global,Positif
ojk ungkap ada 8 asuransi dan 15 dapen bermasalah,Negatif
saham adaro minerals admr juara 2022 bayan byan bikin kejutan,Positif
pemerintah genjot daya beli warga ri kelas menengah juga kebagian,Positif
dari 2018 asii stabil disitu2 aja 😅,Negatif
cukai rokok naik 10 januari ini cek rekomendasi saham hmsp wiim hingga ggrm,Negatif
video gencar ekspansi saham hmsp masih menarik dikoleksi,Positif
heboh tapera ini daftar 4 mega korupsi dana kelolaan kerugiannya,Netral
bos ojk ungkap pasar modal penting untuk ekonomi nasional,Netral
perampokan emas besarbesaran 960 kg terungkap akibat ulah istri,Negatif
menghentikan sementara perdagangan saham pt chandra asri petrochemical tbk tpia di pasar reguler amp pasar tunai mulai sesi i perdagangan pada 22 desember 2023 harga saham tpia meroket sebesar 10189 dari harga penutupan pada 1 desember 2023 hingga 21 desember 2023,Negatif
rumah mobil saham bbri 1000 lot tanah duit 1m,Positif
ojk cabut izin asuransi terafiliasi bumn berdikari insurance,Negatif
peraih nobel ekonomi as sebut bi harus mandiri jangan ngekor the fed,Netral
ancaman resesi as buat ihsg makin hancur sudah ambruk 2,Negatif
kena trump effect 5 saham ini paling ambles di ihsg,Negatif
simak analisa 5 ekonom soal bi rate turun jadi 575,Netral
berapa harga shm bmri bbri bbni dan bbca jika pbv nya disamakan dg bren ya,Netral
ojk peringkat fitch bukti kepercayaan global terhadap ekonomi ri,Positif
jangan dibeli shm bbca percuma laba nya naik terus tapi harga sahamnya mahal kalimat diatas merupakan contoh statement orang dari 5 tahun lalu,Negatif
ihsg dibuka melemah saham big caps adro bbri hingga byan ikut turun,Negatif
jajan saham tlkm 2lot aja bun,Positif
ojk buka sanksi pku paylater akulaku,Netral
hold dulu nder emang harus sabar emiten asii lgi diuji tahun depan yakin bkalan naik kok,Positif
ihsg lanjut melemah asing kompak lego 10 saham blue chip ri,Negatif
bank bersandi saham bmri ini juga memastikan call center 14000 atau live chat mita pada akun resmi whatsapp bank mandiri di 62 8118414000 siap untuk membantu nasabah dalam melakukan transaksi keuangan,Netral
sri mulyani yakin suku bunga as akan segara turun ini alasannya,Netral
sampai kapan net sell oleh asing 😥 yuk ada promo pindahin saham ke bluechip gratis klik 👇,Negatif
gaji mantan ceo boeing ternyata naik 45 tahun lalu jadi rp525 m,Netral
kasih saham bca,Positif
live now dirut bni beberkan strategi akselerasi layanan digital,Netral
dolar terbang ke rp16520 posisi terburuk sejak 23 maret 2020,Negatif
ihsg lagi pesta asing malah banyak jual saham ini,Negatif
etf cuma dikuasai investor kakap begini kata bos bei,Netral
bni koordinasi dengan pemerintah untuk selamatkan sritex sril,Netral
soal makan bergizi gratis sri mulyani titip pesan ini ke bankir,Netral
mending uangnya buat beli saham bbca atau bitcoin aja sih daripada judi online,Positif
garuda indonesia giaa nggak bagi dividen ini alasannya,Netral
📈 stock battle 📈 halo para investor muda 🤗 siapa nih yang udah nungguin stock battle dari kami kalian bakal pilih saham tlkm atau isat nihh tentukan pilihan terbaik kalian✨ °°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°,Netral
cerita ace hardware angkat kaki dari ri usai berbisnis 29 tahun,Netral
laba bersih pt hanjaya mandala sampoerna tbk hmsp turun 26 pada semester i tahun 2022 dibandingkan periode yang sama pada tahun lalu padahal penjualan bersih naik 12 net profit margin semester i hmsp dalam lima tahun terakhir cenderung menurun,Negatif
grup astra asii ikut memasuki bisnis geothermal mengikuti jejak pgeo dan bren anak perusahaannya untr akuisisi saham pt supreme energy sriwijaya pemegang izin panas bumi di sumsel,Netral
rups hmsp menyetujui rencana pembagian dividen tunai rp 728sahamgt angka ini turun dari dividen tahun lalu rp 1198 karena laba tahun 2020 turun 37 kontan rups phapros peha menyetujui rencana pembagian dividen rp 194 miliar setara rp 2309 per saham,Positif
bos prodia prda ngeri dengan pelemahan rupiah ini efeknya,Negatif
gue tahun ini pengen dikasih saham bbca 1000lot aja ga muluk2🌝,Positif
simak arah kebijakan ojk dalam menjaga stabilitas jasa keuangan,Netral
ditanya hakim hubungannya dengan harvey moies sandra dewi jawab gini,Netral
inflasi medis melonjak prudential tekan biaya premi pakai cara ini,Negatif
kencangkan ikat pinggang bos bi ekonomi tak pasti sampai tahun depan,Negatif
aturan baru penagihan kredit ini kata asosiasi multifinance fintech,Netral
mengenal keluarga rothschild penguasa dunia penuh teori konspirasi,Netral
saham bbca 4q23 patmi rp122t flat qoq fy23 rp486t up 19 yoy,Netral
bbri ath nihhh🥳,Positif
dapat restu pmn rp 361 t ini dosa asabri yang bikin dpr geram,Negatif
ada 19 perusahaan pinjol p2p lending punya kredit macet tinggi,Negatif
udah siap pesta cuan sobat bisnis pt bank rakyat indonesia persero tbk bbri akan membagikan dividen interim tahun buku 2023 sebesar rp84 per lembar saham kepada pemegang saham,Positif
saham byan saham syariah bluechip kinerja harga saham sejak 12 juni 2023 246 channel gratis gak usah bayar2 monggo,Positif
menanti pemerintahan baru dan janji pertumbuhan ekonomi 8,Netral
ihsg ngegas 1 lebih balik ke 7100 saham bank jadi pendorong,Positif
menguat 294 saham asii kembali sentuh kisaran rp5000,Positif
beda dengan ri negara tetangga ini turunkan bunga demi genjot ekonomi,Netral
tibatiba anjlok bi fokus kami kini rupiah,Negatif
dolar as tembus rp15755 bi ungkap biang kerok rupiah anjlok,Negatif
penjualan mobil baru anjlok multifinance sudah diingatkan sejak 2015,Negatif
cerita jusuf hamka selamatkan pendiri astra dari kebangkrutan,Netral
bei mau kaji ulang aturan free float usah ftse depak bren,Netral
saham bmri sempat mencetak all time high ath pada awal tahun 2024 ini harga saham bmri sudah naik lebih dari 6 dan masih bisa menguat lagi pada kamis 1101 pukul 1535 wib harga saham bmri tercatat rp 6500,Positif
lo kheng hong punya gaji sejuta bisa beli rumah mewah ini rahasianya,Netral
investor siapsiap bbri mau buyback saham rp 3 triliun,Positif
ihsg tak bertenaga dibuka turun tipis,Negatif
ihsg dibuka menguat terbatas masih galau di level 7000,Positif
jelang keputusan suku bunga bi ihsg dibuka cerah lagi,Positif
komisaris baramulti suksessarana bssr daniel suharya mundur,Negatif
bni bbni menyampaikan jadwal pasti pelaksanaan pemecahan nilai nominal saham stock split,Netral
anti scam centre ojk terima ribuan aduan kerugian tembus rp363 m,Negatif
ihsg berpotensi menguat ke 7300 cermati saham hmsp ptba hingga smra,Positif
deposito turun 3 bulan beruntun pengamat bankir ungkap penyebabnya,Negatif
direktur utama pt bayan resources tbk byan dato low tuck kwong terpantau kembali melakukan pembelian saham perusahaan sebanyak 115 juta saham,Positif
pilih satu big bank antara bbri bbni masuk 5 lot duit sisanya lu riset lebih lanjut saham potensial yang undervalue kalo masih belum yakin berarti belajar dulu lebih banyak,Positif
bbca king of ihsg 👑🤟 ikutan kuy pindah saham ke bluechip gratis tis tis 👇,Positif
inflasi as bikin rupiah senyum dolar turun ke rp15390,Positif
kebiasaan warga ri siapkan pensiun salah ini kata robert kiyosaki,Netral
saham bni bbni pimpin kenaikan bank jumbo sebulan naik segini,Positif
sosok 2 raja ritel pakaian di indonesia bangun dinasti dari nol,Netral
bbri dan bmri kompak pecahkan rekor harga saham tertinggi sepanjang sejarah,Positif
emiten bakrie enrg caplok dua aset minyak pertamina hulu energi,Positif
rupiah menguat usai tiga hari beruntun tertekan dolar ke rp 15575,Positif
anak taipan prajogo pangestu borong saham tpia rp 248 m,Positif
dpr ingatkan risiko kredit macet lpei ke himbara ini antisipasi bni,Netral
impack pratama industri impc akuisisi 100 saham mulford holdings,Positif
terobosan harga saham bmri bikin kita tercengang semakin kuat,Positif
ri bisa belajar dari korsel negara miskin berubah jadi maju,Netral
bener bgt kak coba masuk unvr atau hmsp mending deposito kan jadinya,Negatif
cegah fraud ojk akan perketat pengawasan terkait profesi di sjk,Netral
lagi orang terkaya di ri borong saham byan rp1094 miliar,Positif
astra agro lestari aali bakal bagi dividen interim ini bocorannya,Positif
rugi rp 557 m imbas boikot saham kfc fast ambruk 20 sepekan,Negatif
ihsg jadi happy weekend 2 saham bank jumbo ini jadi penopangnya,Positif
shm puh worthit ga baru beli bbri atau bmri sekarang besok baru mulai main saham hehe terus dari kedua itu mending yang mana dulu baru bisa 25 lot soalnya,Netral
ini barang sitaan kpk dari rumah ridwan kamil,Netral
dolar as tembus rp16500 bi buka suara ramalkan ini,Netral
rupiah berbalik arah dolar ditutup naik ke rp16325,Negatif
dituding fraud oleh perusahaan vietnam ini sosok pemilik sger,Netral
mungkin 6 juta ya maksudnya bbca aja harga 1 lot udah lebih dari 600k,Netral
asing mulai balik lagi ke pasar saham ri saham ini diserbu,Positif
ihsg merah akhiri pesta 4 hari asing ketahuan jual sahamsaham ini,Negatif
ihsg terkapar saham bank raksasa masih tertekan,Negatif
layani 359 juta umkm holding ultra mikro salurkan kredit rp 6266 t,Positif
gubernur bi dunia masih bergejolak,Negatif
direktur independen mengundurkan diri cent ubah susunan direksi,Negatif
crowde buka suara soal tuduhan fraud dari j trust bank bcic,Netral
astra international asii menunjukkan bahwa perseroan memiliki resiliensi sementara itu harga saham asii sedang murahmurahnya,Positif
data penting ini jadi sentimen positif dolar as turun ke rp 16170,Positif
ojk kasih 2379 sanksi ke industri keuangan per juli 2024,Negatif
sektor ini banyak dilirik asing investasi bisa ngalir,Positif
dorong 3 juta rumah btn usul perluas penerima kpr subsidi,Netral
terusir dari ri pria ini balas dendam jadi raja hotel dunia,Netral
emiten tepung roti brrc melantai di bursa sahamnya ngegas 228,Positif
tok bni kantongi izin buyback saham hingga rp 15 triliun,Positif
menanti kado santa rupiah potensi menguat hari ini,Positif
wacana asuransi tpl kendaraan di 2025 airlangga belum kita bahas,Netral
pt chandra asri petrochemical tbk tpia telah menyiapkan dana untuk melunasi pokok amp bunga terakhir obligasi berkelanjutan iii chandra asri petrochemical tahap ii tahun 2020 dengan pokok sebesar rp600000000000 yang akan jatuh tempo pada 4 november 2023,Netral
selain cetak orang kaya nomor satu saham bayan byan cetak beberapa sejarah baru ini,Positif
daftar 5 raja sawit ri nomor 1 pernah jadi loper koran,Netral
accumulate tpia dengan support 96759400 stoploss jika harga break di bawah 9400 download maybank trade id di google play dan app store sekarang juga untuk kemudahan berinvestasi dan trading saham android ios,Positif
mau tebar dividen tambahan saham adro terbang 4 lebih,Positif
jika tujuan bapak dan ibu ada pada buy and hold sampai beberapa bulan kedepan atau sampai diakhir tahun ini menurut saya masih ada banyak saham lain yang jauh lebih menarik dari pada asii,Netral
bank mandiri bmri bidik sektor umkm lakukan inovasi ini,Positif
yugen ihsg menguat hmsp hingga klbf masuk menu saham pilihan awal pekan,Positif
asing kompak borong saham bbri bmri bbni kala ihsg menguat,Positif
diamdiam ramai investor serok saham unilever indonesia unvr,Positif
akibat bencana gempa myanmar bursa thailand disuspensi,Negatif
antam bikin produk emas khusus hari kemerdekaan,Positif
kiamat atm di depan mata transaksinya anjlok parah,Negatif
minim dampak kenaikan cukai trimegah sekuritas upgrade saham gudang garam ggrm dan sampoerna hmsp,Positif
daftar taipan ri yang ikut prabowo ke china,Netral
prabowo perintahkan 4 menteri selamatkan sritex,Netral
suami masuk penjara dan diceraikan istri usai cuan rp 26 miliar,Negatif
pada 29 desember 2023 pukul 1400 wib pt chandra asri petrochemical tbk tpia akan menyelenggarakan luar biasa pemegang yang namanya tercatat dalam daftar pemegang saham tpia pada 6 desember 2023 pukul 1600 wib berhak hadir atau diwakili dalam acara tersebut,Netral
rahasia emas 57 ton milik soekarno di swiss akhirnya terkuak,Netral
ini bocoran ojk soal market maker di bursa efek indonesia,Netral
mantap produksi batu bara bumi moncer hingga kuartal iii2024,Positif
aset dapen ri sentuh rp 1458 t pensiun ini yang paling tinggi,Netral
jangan masuk jebakan 537 pinjol ini masuk daftar ilegal terbaru 2024,Negatif
bi rate masih berpeluang turun tapi,Netral
pejuang kpr merapat btn mau luncurkan skema tenor 30 tahun,Positif
50 emiten terancam ditendang bursa ini daftarnya,Negatif
ihsg tenggelam di zona merah saham konglomerat tak berkutik,Negatif
bi sebut likuiditas bank di ri kuat rasio permodalan tebal,Positif
harga baru saham bbni setelah stock split mulai dari rp5200 bisnis,Netral
ebitda disesuaikan goto positif ini pemicunya,Netral
pemerintah tegaskan psn tropical coastland proyek pik 2 hal berbeda,Netral
ihsg dekati 7300 asing kompak incar bank mandiri bmri,Positif
catat ini kode transfer antar bank bca mandiri bri hingga bni,Netral
dirut rs hermina heal borong rp135 miliar saham perusahaan,Positif
oooitu lain issue nya katanya sih investor mulai meninggalkan unvr krn pelit bagi devidend dibanding dgn saham blue chip lainnya,Negatif
indofarma terjerat pinjol erick thohir buka suara,Negatif
tumpukan utang sritex sril yang menggunung di 28 bank,Negatif
daftar lengkap promo bca rayakan 17 agustus hut ri ke79,Netral
investor asing getol borong saham bbri bmri amp bbca saat pilpres 2024,Positif
cara jadi kaya di 2025 ini 7 mindset penting menurut robert kiyosaki,Netral
asuransi prolife milik henry surya umumkan tim likuidasi,Netral
ekonomi bisa mandek tanpa digitalisasi ini alasannya,Negatif
siapa pemilik maskapai penerbangan baru bbn airlines indonesia,Netral
sama ini baru mikir mending beli smartwatch apa bbri,Positif
harapan pemangkasan suku bunga makin nyata wall street menghijau,Positif
pinjol ilegal dan pinpri menjamur satgas pasti ojk lakukan ini,Negatif
bocoran bos garuda soal harga tiket pesawat turun ini katanya,Netral
pejuang kpr siapsiap bos btn menteri ara mau pangkas harga rumah,Netral
prospek suku bunga turun makin terang rupiah potensi menguat,Positif
suku bunga the fed bi bakal kompak turun 25 bps di akhir tahun,Positif
ihsg ngegas nyaris sentuh 7200 5 saham big cap jadi penopang,Positif
sepertinya tlkm berada dalam area support serelah beberapa hari sideways saat ini jg berada di dekat ma200 klo support ini jebol kemungkinan balik ke 3500 semakin besar,Negatif
jelang demo ojol hari ini cek pergerakan saham goto,Netral
pemerintah jamin penetapan psn bsdpik 2 tak ada unsur politik,Netral
ini nih cnth nya shm bank bca performa nya bagus selama 5 taun terakhir naik nya 69 misal kamu mulai beli saham bca di taun 2020 dengan harga 5000lembar dan setiap bulan nya kamu konsisten beli mau pas saham nya lagi naik atau turun tetep kamu beli selama 2 taun sampe 2022,Positif
harga minyak turun usai trump melunak soal tarif ke meksiko kanada,Positif
kuasi reorganisasi bakrie brothers bnbr hapus defisit rp195 t,Positif
beli di premium tencent lego 25166 juta saham film di harga diskon,Netral
ihsg lesu 5 saham raksasa ini yang jadi beban,Negatif
saham bbni ditutup pada harga rp5375 per lembar atau naik 165 secara year to date ytd dengan nilai kapitalisasi pasar mencapai rp2005 triliun peningkatan ini merupakan peringkat kedua kebaikan saham diantara peersﾂ£,Positif
berkah terusir dari ri pria sukabumi sukses jadi raja hotel dunia,Netral
ihsg ambles dibebani kinerja saham brenammn yang tersungkur,Negatif
transaksi berjalan ri membaik dolar kembali turun ke rp 16280,Positif
byan ya wkwk public ownership nya ga terlalu gede keringg bgt enak buat disetir,Negatif
ihsg hari ini bisa hijau cek saham bbca hmsp hingga adro,Positif
orang terkaya ri borong lagi saham bayan resources byan rp 26 miliar,Positif
pejabat ikn mau mundur jika gagal hijaukan istana garuda dalam 2 tahun,Netral
harga bitcoin merosot investor pindahkan dana ke ethereum,Negatif
mucharom direktur pt bank negara indonesia persero tbk bbni menerima remunerasi dalam bentuk saham sejumlah 44928 saham dengan harga rp903719 per saham pada 14 agustus 2023 setelah pemberian tersebut mucharom memiliki 174004 saham bbni,Netral
kenapa ya tlkm ga naik2 lagi punya gw jg parah,Negatif
kejagung ppatk bpk kapolri dan kpk ikut mengawasi danantara,Netral
perlambatan ihsg itu dipicu pergerakan saham big caps dengan bobot tinggi ke ihsg melemah sehingga jadi peluang untuk beli di harga rendah untuk riset selengkapnya bisa baca di sini ihsg asii bbca tlkm,Positif
kredit tumbuh 126 bni bukukan laba rp86 triliun di mei 2024,Positif
ihsg anjlok parah lo kheng hong malah bilang gini,Negatif
ihsg merosot ke bawah 7000 asing terciduk belanja saham ini,Positif
harga batu bara menguat analis rekomendasi buy saham bumi,Positif
bi rilis 5 rencana besar sistem pembayaran 2030 ada rupiah digital,Positif
bri umkm export microfinance outlook jadi bukti pemberdayaan umkm,Positif
induk usaha hm sampoerna adalah pt philip morris indonesia menguasai 9250 saham hmsp sedangkan induk usaha utama hm sampoerna adalah philip morris international inc,Netral
ketakutan terbesar jokowi terbukti bankir kompak teriak ini,Negatif
inflasi as lanjut melandai rupiah mulai berbalik arah menguat,Positif
bni mau umumkan dividen siang nanti ini bocorannya,Positif
matahari mau tutup 13 gerai tahun ini 20 toko masuk daftar pantauan,Negatif
untuk ihsg hari ini analis merekomendasikan saham bbni indf antm tbig hmsp unvr icbp wika ggrm bbca bina pwon dan asri,Positif
pandu sjahrir bakal genggam 1067 saham induk net tv netv,Positif
tabungan nasabah tajir di ri makin gemuk naik 116 per juni 2024,Positif
kinerja saham di indeks lq45 2023,Netral
ihsg lanjut ngegas terbang 433,Positif
pasar kripto kebakaran pagi ini apa sebabnya,Negatif
sy pantau bbri tdk turun2😭☝🏻,Positif
jika didiamkan apakah bi checking atau slik ojk bisa hilang sendiri,Netral
bos bursa ungkap ketakutan ihsg dampaknya lebih ngeri dari suku bunga,Negatif
ihsg diprediksi menguat analis rekomendasikan saham bbni hingga asii,Positif
wacana rupslb bjb pengamat sebut layak digelar bila ada masalah gcg,Netral
segini daftar iuran bpjs kesehatan berlaku 17 oktober 2024,Netral
alasan raja minyak as kompak dukung donald trump kasih donasi segini,Netral
anggota tni mendadak dapat rp 50 miliar semalam langsung jadi okb,Netral
nikkei melesat 2 jelang pengumuman suku bunga boj,Positif
apakah aku harus jual saham unvr ku ” tp cut loss wkwkkkw😭🤚🏻,Negatif
20 bank bangkrut di ri sepanjang 2024 ini daftar lengkap alasannya,Negatif
boikot bukan faktor pertama unvr jatoh tp karena barang2nya udh mahal aja ketimbang kompetitor,Negatif
masuk ke bank aja nder bbni bbca bmri kalo ga ke bbri mumpung lagi murah,Positif
semester i 2024 laba asuransi tugu pratama tugu rp45226 m,Positif
jokowi mulai ngantor di ikn 5 saham properti ini cerah,Positif
pegadaian bikin produk gadai tanpa bunga buat umkm dan mahasiswa,Positif
tiputipu nasabah perusahaan keuangan ganti rugi rp2145 miliar,Negatif
belum bayar utang rp199 m emiten kakak hary tanoe zbra di pkpu,Negatif
kena aksi profit taking saham bank raksasa ri berjatuhan,Negatif
minta negara suntik modal rp 16 t id food mau pakai untuk ini,Netral
efek trump menang pemilu as harga minyak mulai stabil,Positif
investor kecewa ada fokus baru wall street dibuka anjlok,Negatif
cek jadwal operasional bca bank mandiri bni bri bsi selama lebaran,Netral
bukannya byan ini overprice ya secara pbv dan pe paling tinggi dibanding big coal lain,Negatif
pelemahan rupiah rehat dolar stagnan di level rp15850,Positif
garuda group layani 146 rute ini wilayah terpadat penerbangan nataru,Netral
23 saham request follower ctasaham sabtu 6 jan disclaimer on,Netral
ihsg gagal balik ke 7300 asing jauhi saham ini,Negatif
